1000 100000
23 664 94
23 884 57
23 133 86
23 439 37
23 938 12
23 572 27
23 5 5
23 202 74
23 211 1
23 704 34
23 308 4
24 500 28
24 471 12
24 21 24
24 284 9
24 328 61
24 212 11
24 440 2
24 194 30
24 626 16
24 279 91
24 550 31
24 559 98
24 701 2
24 736 81
24 792 100
24 843 68
24 382 18
24 517 5
24 241 9
24 115 94
24 362 87
24 683 27
24 687 27
24 814 77
24 784 21
24 371 58
24 285 91
24 859 28
24 112 71
24 697 2
24 277 59
24 103 52
24 664 43
24 283 67
24 234 4
24 914 70
24 660 84
24 968 26
24 837 9
24 144 38
24 66 83
24 120 68
24 950 48
24 525 91
24 37 33
24 52 96
24 400 100
24 883 61
24 754 14
24 139 48
24 352 22
24 45 75
24 608 2
24 253 62
24 180 63
24 919 92
24 82 71
24 9 42
24 254 31
24 350 17
24 724 57
24 319 10
24 158 12
24 379 54
24 323 99
24 777 76
24 753 47
24 928 61
24 757 49
24 375 37
24 586 75
24 730 96
24 690 27
24 531 45
24 773 11
24 243 87
24 172 83
24 201 37
24 847 19
24 807 82
24 313 9
24 173 89
24 296 38
24 300 95
24 583 4
24 804 52
24 340 34
24 345 96
24 239 65
24 504 65
24 935 42
24 469 93
24 618 61
25 712 75
25 308 33
25 7 3
25 424 41
25 130 50
25 465 76
25 971 54
25 868 94
25 357 20
25 74 75
25 279 20
25 515 20
25 239 75
25 150 88
25 404 41
25 898 34
25 959 28
25 553 33
25 686 0
25 622 96
25 899 59
25 220 17
25 306 6
25 59 35
25 656 84
25 985 83
25 502 12
25 286 79
25 436 2
25 532 27
25 986 38
25 777 66
25 520 59
25 512 33
25 650 34
25 952 77
25 290 0
25 171 61
25 934 53
25 353 67
25 122 65
25 419 38
25 302 46
25 480 7
25 187 82
25 556 39
25 494 62
25 571 33
25 369 100
25 432 75
25 717 65
25 453 67
25 590 69
25 229 32
25 34 53
25 562 2
25 384 13
25 33 18
25 710 91
25 645 45
25 135 59
25 644 23
25 870 19
25 444 39
25 713 22
25 669 82
25 126 75
25 523 11
25 694 83
25 639 72
25 874 67
25 291 88
25 56 53
25 69 29
25 857 93
25 778 87
25 157 90
25 495 52
25 944 89
25 551 41
25 140 54
25 414 89
25 799 44
25 132 63
25 68 53
25 802 90
25 624 76
25 211 57
25 969 79
25 861 74
25 244 23
25 253 19
25 834 82
25 869 42
25 215 40
25 604 64
25 509 2
25 322 19
26 819 22
26 36 28
26 656 92
26 967 96
26 430 54
26 4 88
26 944 0
26 43 84
26 303 1
26 473 56
26 353 2
26 485 41
26 385 41
26 104 7
26 393 26
26 433 38
26 869 73
26 90 25
26 504 91
26 714 20
26 992 86
26 344 67
26 684 43
26 533 25
26 308 51
26 611 68
26 474 46
26 98 46
26 974 98
26 420 14
26 418 79
26 338 98
26 498 32
26 760 41
26 739 91
26 425 65
26 279 27
26 964 59
26 463 32
26 159 1
26 671 44
26 455 60
26 240 58
26 491 78
26 620 31
26 569 5
26 581 21
26 106 18
26 294 57
26 837 40
26 709 49
26 258 23
26 880 78
26 710 62
26 970 73
26 892 63
26 123 21
26 117 23
26 156 26
26 183 24
26 112 4
26 956 25
26 399 59
26 952 48
26 55 62
26 509 27
26 143 36
26 11 63
26 807 32
26 798 90
26 241 4
26 305 53
26 289 19
26 315 66
26 35 4
26 835 93
26 902 54
26 936 96
26 493 73
26 724 31
26 176 54
26 838 37
26 8 72
26 22 39
26 354 68
26 986 66
26 660 5
26 122 21
26 67 98
27 466 89
27 752 43
27 647 47
27 291 43
27 719 99
27 897 11
27 972 16
27 933 9
27 957 47
27 373 5
27 708 39
27 873 89
27 406 94
27 362 8
27 949 33
27 779 51
27 331 4
27 514 96
27 743 85
27 980 19
27 28 82
27 363 48
27 417 55
27 443 97
27 918 78
27 164 43
27 992 75
27 112 44
27 947 73
27 64 60
27 222 13
27 892 95
27 760 88
27 476 18
27 103 93
27 430 82
27 10 51
27 189 32
27 559 79
27 287 35
27 658 52
27 998 100
27 193 67
27 846 67
27 604 54
27 423 87
27 387 28
27 661 68
27 33 41
27 869 91
27 665 60
27 901 27
27 977 29
27 698 81
27 144 35
27 388 75
27 19 27
27 549 60
27 275 1
27 756 98
27 512 28
27 414 99
27 29 68
27 939 81
27 190 77
27 853 88
27 301 37
27 789 55
27 803 6
27 140 79
27 167 90
27 310 79
27 679 61
27 435 94
27 672 61
27 239 34
27 30 85
27 405 13
27 187 64
27 227 86
27 247 32
27 437 55
27 244 21
27 778 28
27 391 81
27 667 62
27 556 66
27 832 31
27 243 84
27 457 20
27 45 100
27 141 98
27 159 12
27 921 31
27 946 89
27 501 43
27 766 19
27 709 30
27 964 48
28 145 68
28 338 76
28 630 81
28 21 17
28 23 54
28 938 36
28 134 59
28 797 38
28 104 52
28 456 0
28 605 27
28 227 42
28 240 24
28 740 74
28 333 19
28 404 13
28 822 86
28 80 2
28 473 44
28 400 9
28 424 22
28 554 61
28 73 30
28 251 30
28 524 5
28 905 72
28 786 32
28 401 39
28 382 46
28 518 89
28 199 63
28 220 94
28 391 62
28 367 97
28 808 71
28 911 10
28 503 46
28 580 40
28 868 67
28 82 50
28 196 76
28 42 58
28 437 34
28 183 54
28 162 78
28 761 18
28 664 5
28 773 73
28 947 90
28 5 90
28 40 45
28 668 83
28 899 40
28 149 49
28 18 94
28 58 18
28 751 21
28 519 11
28 344 20
28 713 19
28 109 16
28 926 2
28 778 40
28 567 36
28 175 46
28 386 79
28 824 91
28 368 28
28 951 62
28 550 26
28 632 22
28 378 29
28 684 36
28 701 75
28 169 48
28 395 96
28 170 91
28 10 66
28 215 3
28 352 66
28 723 68
28 826 64
28 324 30
28 285 5
28 765 36
28 489 13
28 205 61
28 283 55
28 667 97
28 676 34
28 841 11
28 107 3
28 36 47
28 735 79
28 828 16
28 252 19
28 150 49
28 622 52
28 552 53
28 355 88
28 268 0
28 513 36
28 306 86
28 291 64
28 934 41
28 24 25
28 479 80
28 930 46
28 648 8
28 600 63
28 154 73
28 973 93
28 784 51
28 972 6
28 325 35
28 95 14
28 647 65
28 129 94
28 729 74
28 506 2
29 351 42
29 791 88
29 450 15
29 168 72
29 296 77
29 638 42
29 720 11
29 486 93
29 40 65
29 599 51
29 237 92
29 748 63
29 418 54
29 581 31
29 457 74
29 757 26
29 544 64
29 719 27
29 140 27
29 78 31
29 893 58
29 945 28
29 552 78
29 713 20
29 582 15
29 383 82
29 184 69
29 869 100
29 146 22
29 772 82
29 941 37
29 591 0
29 135 33
29 238 28
29 485 28
29 754 86
29 428 85
29 512 19
29 430 60
29 46 97
29 164 51
29 682 19
29 197 27
29 904 100
29 836 53
29 458 63
29 602 81
29 746 43
29 881 21
29 354 47
29 567 86
29 739 4
29 559 27
29 123 67
29 413 83
29 811 65
29 634 62
29 803 78
29 107 71
29 569 87
29 859 31
29 858 99
29 106 52
29 271 57
29 784 4
29 765 2
29 267 40
29 446 71
29 731 32
29 826 1
29 305 70
29 333 31
29 157 31
29 799 4
29 309 22
29 779 96
29 16 22
29 776 91
29 844 5
29 62 23
29 959 82
29 696 58
30 97 94
30 510 11
30 181 48
30 570 8
30 545 57
30 435 56
30 489 47
30 750 100
30 794 20
30 482 78
30 715 55
30 744 40
30 804 11
30 641 42
30 385 86
30 276 81
30 961 52
30 425 41
30 51 71
30 448 48
30 748 69
30 580 60
30 675 81
30 123 75
30 622 44
30 977 56
30 553 94
30 205 62
30 376 35
30 21 42
30 691 14
30 816 27
30 204 89
30 463 42
30 291 53
30 357 8
30 274 56
30 222 23
30 896 41
30 568 40
30 168 76
30 851 4
30 474 54
30 508 91
30 706 82
30 380 67
30 907 81
30 973 62
30 122 50
30 262 66
30 472 72
30 853 15
30 490 79
30 895 12
30 495 74
30 84 85
30 141 19
30 990 43
30 762 32
30 922 54
30 444 72
30 147 85
30 50 83
30 915 16
30 454 25
30 329 58
30 538 77
30 251 23
30 422 26
30 334 39
30 506 4
30 761 72
30 388 9
30 420 22
30 518 46
30 25 43
30 869 47
30 697 17
30 366 77
30 758 51
30 176 79
30 749 30
30 831 10
30 139 96
30 88 17
30 429 44
30 436 80
30 214 40
30 509 40
30 536 64
30 559 88
30 597 34
30 432 39
30 77 52
30 630 1
30 361 81
30 242 12
30 343 23
30 867 46
30 643 31
30 820 44
30 212 37
30 149 56
31 905 87
31 484 61
31 986 44
31 594 0
31 842 46
31 877 68
31 36 41
31 227 59
31 400 58
31 70 89
31 74 20
31 623 24
31 513 36
31 183 75
31 742 51
31 495 21
31 908 10
31 465 57
31 51 7
31 557 75
31 968 91
31 186 82
31 225 16
31 304 17
31 843 51
31 71 97
31 48 58
31 168 82
31 243 64
31 673 98
31 69 60
31 267 82
31 863 17
31 555 95
31 816 30
31 573 91
31 784 75
31 104 14
31 458 48
31 274 18
31 269 55
31 391 72
31 152 5
31 697 58
31 420 63
31 280 65
31 903 69
31 972 31
31 607 66
31 294 27
31 241 34
31 29 98
31 455 57
31 39 29
31 206 12
31 891 83
31 174 5
31 237 16
31 677 42
31 318 65
31 814 12
31 683 41
31 933 42
31 699 79
31 296 24
31 713 87
31 446 30
31 605 52
31 188 35
31 987 83
31 924 33
31 432 75
31 514 83
31 472 58
31 436 1
31 915 11
31 626 92
31 541 39
31 297 40
31 180 75
31 856 33
31 418 66
31 44 42
31 726 78
31 689 28
31 347 47
31 320 36
31 47 97
31 897 67
31 746 93
31 339 74
31 126 46
31 521 0
31 59 23
31 42 80
31 218 86
31 334 3
31 696 30
31 209 35
31 259 28
31 804 15
31 161 28
31 194 52
31 221 95
31 508 78
31 540 89
31 629 94
31 310 45
31 522 65
31 556 8
31 3 51
31 286 9
31 606 48
31 973 50
32 642 87
32 494 32
32 361 76
32 127 84
32 565 95
32 899 72
32 315 92
32 153 87
32 701 27
32 189 87
32 273 50
32 754 48
32 213 28
32 35 25
32 39 80
32 280 70
32 809 71
32 545 58
32 615 47
32 533 95
32 619 88
32 645 50
32 328 68
32 167 80
32 55 8
32 927 27
32 929 93
32 863 18
32 634 30
32 435 12
32 721 28
32 580 39
32 817 91
32 140 40
32 759 63
32 453 15
32 762 16
32 906 61
32 483 68
32 506 63
32 621 99
32 289 5
32 96 24
32 587 2
32 252 37
32 685 86
32 173 47
32 813 95
32 102 78
32 307 97
32 320 66
32 997 67
32 526 66
32 805 99
32 99 17
32 635 36
32 182 20
32 854 54
32 688 49
32 826 99
32 888 43
32 326 21
32 348 44
32 912 12
32 465 93
32 190 10
32 397 74
32 8 18
32 467 88
32 87 48
32 196 56
32 917 52
32 203 44
32 841 31
32 598 44
32 823 76
32 547 43
32 706 27
32 497 36
32 339 41
32 131 81
32 925 3
32 887 43
32 952 40
32 767 41
32 947 76
32 538 64
32 379 52
32 852 25
32 708 100
32 423 42
32 358 4
32 942 10
32 347 40
32 943 87
32 722 57
32 659 8
33 603 43
33 802 21
33 728 24
33 231 13
33 596 76
33 77 45
33 999 36
33 341 97
33 534 86
33 482 36
33 855 8
33 633 1
33 579 99
33 436 16
33 957 38
33 863 37
33 989 87
33 22 12
33 543 87
33 787 60
33 629 79
33 836 48
33 184 17
33 907 51
33 763 25
33 861 18
33 805 73
33 476 58
33 277 63
33 544 27
33 141 66
33 502 26
33 891 52
33 951 30
33 409 1
33 388 95
33 760 22
33 839 95
33 741 64
33 46 66
33 506 43
33 130 16
33 786 32
33 727 74
33 179 23
33 610 39
33 517 70
33 314 87
33 60 67
33 334 22
33 192 41
33 373 91
33 575 75
33 405 30
33 219 30
33 715 47
33 514 76
33 401 8
33 70 41
33 530 95
33 426 98
33 801 4
33 421 38
33 672 83
33 486 59
33 923 55
33 41 81
33 288 98
33 870 87
33 34 95
33 385 18
33 151 39
33 213 67
33 189 57
33 681 38
33 649 26
33 555 48
33 694 20
33 680 48
33 420 25
33 845 24
33 874 95
33 565 73
33 460 2
33 602 17
33 16 61
33 371 40
33 321 6
33 261 17
34 645 15
34 171 47
34 953 14
34 509 73
34 777 9
34 934 75
34 398 30
34 103 0
34 395 26
34 826 76
34 810 4
34 908 17
34 310 94
34 26 24
34 480 10
34 923 48
34 83 64
34 795 38
34 448 9
34 676 0
34 772 29
34 74 60
34 584 3
34 173 7
34 841 36
34 112 26
34 8 21
34 657 30
34 477 85
34 561 7
34 200 54
34 47 3
34 880 89
34 540 1
34 226 56
34 58 22
34 751 89
34 231 37
34 262 7
34 401 30
34 246 48
34 174 53
34 84 45
34 141 92
34 971 16
34 115 32
34 701 94
34 681 77
34 913 99
34 606 85
34 457 31
34 35 75
34 29 71
34 7 75
34 410 16
34 976 26
34 920 72
34 997 87
34 702 26
34 728 30
34 78 59
34 453 72
34 245 79
34 149 11
34 265 68
34 53 58
34 92 91
34 99 87
34 422 40
34 807 71
34 679 67
34 884 98
34 604 12
34 332 49
34 463 62
34 452 57
34 741 15
34 186 48
34 323 82
34 802 93
34 562 88
34 71 82
34 622 94
34 800 85
34 542 0
34 221 17
34 974 94
34 253 53
34 593 62
34 252 22
34 151 55
34 590 60
34 304 17
34 247 70
34 152 4
34 819 59
34 673 1
34 189 8
34 443 5
34 897 88
34 30 9
34 421 69
34 752 26
34 1 39
34 511 93
34 556 57
35 359 13
35 672 2
35 937 31
35 625 9
35 848 5
35 165 50
35 248 16
35 462 23
35 78 34
35 913 72
35 586 97
35 991 53
35 534 52
35 232 95
35 888 75
35 921 32
35 112 13
35 314 51
35 262 43
35 827 86
35 437 25
35 590 59
35 936 70
35 32 68
35 276 26
35 96 11
35 731 68
35 558 50
35 198 62
35 43 8
35 767 71
35 785 72
35 233 56
35 92 2
35 972 59
35 824 13
35 366 86
35 339 78
35 355 26
35 117 18
35 140 39
35 274 74
35 771 63
35 890 41
35 250 60
35 369 64
35 190 40
35 84 89
35 493 17
35 260 98
35 428 24
35 631 70
35 403 56
35 228 99
35 957 30
35 91 26
35 971 32
35 51 50
35 894 42
35 757 41
35 865 49
35 621 84
35 584 23
35 265 91
35 156 59
35 511 47
35 71 14
35 605 53
35 372 70
35 237 52
35 384 21
35 886 73
35 868 13
35 658 60
35 257 53
35 784 97
35 325 87
35 9 8
35 728 26
35 560 39
35 407 82
35 773 52
35 597 77
35 123 5
35 745 15
35 404 89
35 354 91
35 426 63
35 431 32
35 302 51
35 178 46
35 142 43
35 808 16
35 952 76
35 15 97
35 144 59
35 395 85
35 726 4
35 377 26
35 641 93
35 588 63
35 619 73
35 976 94
35 990 43
35 630 70
36 747 27
36 880 95
36 698 6
36 403 73
36 676 78
36 218 97
36 840 82
36 97 33
36 667 95
36 421 44
36 678 67
36 167 64
36 807 77
36 606 93
36 920 72
36 261 69
36 863 88
36 56 37
36 166 4
36 43 32
36 817 46
36 452 34
36 442 49
36 143 52
36 450 87
36 301 9
36 535 45
36 156 21
36 852 62
36 401 7
36 866 38
36 607 57
36 611 32
36 729 89
36 988 1
36 235 6
36 33 5
36 418 43
36 643 95
36 255 80
36 929 11
36 432 9
36 800 65
36 990 19
36 701 21
36 196 65
36 204 5
36 398 13
36 702 63
36 731 91
36 471 6
36 387 2
36 353 17
36 688 85
36 703 5
36 82 19
36 296 20
36 194 63
36 380 70
36 963 97
36 528 70
36 104 66
36 771 82
36 371 56
36 461 83
36 169 10
36 618 34
36 707 30
36 604 55
36 304 48
36 620 90
36 355 91
36 475 83
36 501 94
36 101 17
36 127 69
36 612 44
36 877 32
36 741 57
37 293 32
37 857 94
37 802 85
37 326 70
37 367 41
37 173 72
37 440 88
37 356 56
37 13 25
37 505 10
37 43 13
37 206 88
37 282 93
37 762 61
37 4 94
37 710 42
37 974 52
37 781 16
37 984 10
37 784 88
37 342 77
37 828 44
37 594 43
37 46 6
37 2 9
37 35 70
37 779 95
37 255 92
37 419 32
37 124 5
37 575 8
37 32 47
37 403 82
37 846 28
37 978 6
37 107 20
37 144 10
37 841 46
37 717 81
37 56 78
37 801 88
37 869 68
37 642 16
37 843 33
37 140 17
37 63 78
37 615 67
37 963 19
37 557 58
37 148 38
37 757 83
37 415 14
37 989 66
37 237 33
37 694 3
37 151 33
37 459 73
37 886 100
37 811 46
37 675 4
37 84 63
37 634 33
37 635 77
37 50 98
37 10 34
37 690 56
37 328 72
37 71 0
37 840 42
37 101 15
37 428 15
37 578 20
37 118 23
37 299 2
37 530 97
37 402 93
37 201 29
37 41 68
37 401 61
37 878 39
37 689 47
37 386 30
37 98 95
37 799 19
37 146 86
37 176 66
37 555 61
37 340 80
37 887 23
37 443 28
37 614 67
37 595 0
37 327 63
37 244 14
37 941 5
37 572 48
37 89 91
37 57 16
37 378 19
37 844 9
37 509 28
37 137 50
37 720 90
37 590 88
37 12 99
37 289 30
37 970 4
37 698 22
37 357 40
37 108 45
37 379 4
37 712 52
37 262 82
37 517 51
37 597 94
37 586 60
37 680 11
37 835 77
38 378 54
38 126 60
38 385 83
38 863 49
38 652 7
38 430 5
38 149 84
38 948 4
38 122 72
38 921 37
38 512 41
38 967 50
38 732 85
38 689 37
38 143 85
38 560 11
38 283 51
38 220 83
38 588 79
38 366 48
38 35 26
38 368 67
38 45 9
38 536 5
38 803 68
38 582 40
38 816 68
38 984 80
38 111 40
38 592 59
38 716 35
38 415 48
38 69 58
38 262 56
38 695 72
38 898 35
38 509 97
38 558 41
38 82 44
38 214 52
38 543 24
38 529 2
38 565 51
38 825 65
38 464 55
38 610 76
38 678 9
38 292 34
38 514 39
38 184 30
38 639 65
38 814 29
38 156 98
38 631 48
38 708 65
38 365 36
38 261 87
38 622 55
38 602 71
38 910 63
38 943 99
38 137 29
38 923 74
38 267 79
38 276 63
38 837 3
38 388 68
38 252 74
38 254 38
38 361 6
38 994 22
38 855 21
38 39 83
38 663 72
38 343 20
38 510 20
38 246 46
38 444 43
38 97 37
38 904 79
38 494 11
38 96 64
38 387 97
38 310 11
38 8 67
38 992 69
38 30 31
38 935 76
38 944 63
39 375 34
39 20 55
39 308 82
39 731 58
39 866 6
39 742 7
39 341 72
39 894 2
39 272 66
39 876 48
39 720 97
39 853 62
39 468 1
39 795 27
39 566 3
39 488 49
39 993 31
39 651 41
39 897 63
39 757 63
39 327 22
39 56 42
39 423 73
39 159 17
39 821 98
39 516 21
39 820 27
39 435 35
39 987 41
39 342 25
39 483 12
39 603 54
39 422 59
39 513 97
39 14 83
39 145 32
39 861 20
39 581 66
39 687 88
39 276 40
39 319 27
39 782 17
39 616 89
39 134 99
39 307 29
39 344 64
39 708 59
39 418 36
39 507 27
39 33 33
39 551 53
39 569 36
39 92 83
39 99 66
39 523 42
39 684 85
39 671 88
39 35 7
39 322 93
39 734 62
39 265 96
39 373 99
39 222 64
39 688 86
39 333 58
39 938 40
39 691 41
39 712 13
39 798 31
39 402 81
39 200 69
39 966 78
39 491 43
39 677 11
39 806 31
39 881 77
39 332 87
39 695 75
39 100 15
39 943 42
39 811 7
39 173 37
39 72 83
39 852 1
39 123 58
39 118 82
39 776 69
39 42 98
40 721 65
40 433 37
40 506 46
40 404 88
40 373 93
40 808 21
40 978 97
40 685 49
40 812 22
40 158 48
40 458 68
40 103 61
40 588 79
40 851 15
40 782 69
40 109 55
40 793 56
40 854 31
40 723 69
40 967 85
40 177 5
40 910 64
40 747 56
40 818 55
40 416 91
40 155 73
40 899 15
40 65 29
40 684 42
40 191 93
40 366 11
40 618 71
40 267 10
40 311 60
40 23 78
40 525 91
40 655 44
40 214 35
40 274 66
40 858 80
40 68 76
40 992 25
40 673 11
40 259 60
40 876 10
40 586 44
40 137 27
40 150 84
40 843 80
40 172 86
40 162 64
40 417 98
40 773 0
40 883 58
40 576 64
40 392 95
40 64 97
40 431 84
40 478 6
40 701 77
40 691 42
40 53 44
40 534 39
40 305 25
40 986 65
40 672 85
40 516 85
40 5 46
40 765 41
40 533 21
40 864 12
40 635 2
40 548 53
40 846 99
40 345 58
40 185 38
40 54 54
40 408 11
40 640 95
40 958 62
40 529 95
40 938 83
40 652 5
40 995 16
40 856 66
40 180 7
40 800 70
40 900 75
40 719 97
40 107 56
40 528 12
40 520 24
40 440 73
40 629 3
40 130 14
40 715 39
40 271 27
40 398 34
40 787 87
40 739 22
40 99 71
40 131 73
40 631 9
40 238 85
40 517 55
41 299 59
41 89 39
41 52 42
41 472 76
41 254 7
41 961 5
41 661 53
41 83 43
41 485 85
41 727 74
41 183 49
41 645 45
41 694 31
41 904 37
41 190 0
41 130 17
41 966 10
41 765 65
41 931 75
41 522 6
41 695 13
41 762 76
41 376 54
41 335 41
41 674 41
41 708 54
41 784 36
41 284 89
41 810 20
41 221 82
41 168 98
41 397 91
41 45 13
41 224 48
41 550 100
41 240 72
41 340 34
41 598 59
41 413 92
41 782 81
41 51 38
41 34 54
41 930 82
41 289 40
41 970 29
41 493 49
41 416 34
41 873 18
41 316 42
41 942 78
41 63 73
41 776 71
41 334 59
41 449 33
41 2 12
41 878 81
41 153 63
41 888 32
41 525 91
41 482 80
41 822 1
41 681 74
41 877 40
41 682 25
41 126 32
41 541 41
41 350 87
41 187 3
41 844 17
41 407 22
41 828 6
41 979 37
41 398 85
41 10 44
41 628 62
41 363 51
41 14 33
41 579 16
41 244 83
41 733 68
41 27 34
41 297 85
41 342 72
41 108 61
41 304 11
41 602 82
41 713 20
41 791 82
41 923 48
41 903 73
41 192 91
41 385 48
41 313 37
41 26 42
41 195 17
41 315 37
41 92 11
41 703 23
41 293 23
41 107 38
42 994 38
42 894 86
42 846 63
42 953 33
42 979 70
42 633 82
42 412 78
42 912 55
42 431 95
42 513 93
42 506 46
42 545 30
42 772 57
42 464 9
42 359 36
42 153 85
42 517 44
42 595 85
42 554 87
42 589 30
42 441 23
42 406 22
42 970 42
42 286 26
42 370 65
42 640 88
42 817 82
42 903 1
42 963 14
42 437 98
42 771 88
42 24 10
42 419 97
42 375 89
42 962 43
42 650 66
42 719 13
42 293 76
42 141 28
42 40 81
42 234 3
42 876 70
42 394 66
42 714 84
42 224 53
42 803 12
42 847 14
42 603 61
42 402 66
42 208 11
42 871 35
42 255 10
42 820 97
42 681 53
42 17 4
42 278 20
42 882 65
42 78 89
42 986 96
42 336 57
42 535 1
42 694 72
42 501 0
42 178 88
42 810 6
42 766 71
42 966 93
42 389 16
42 931 12
42 198 13
42 833 4
42 165 80
42 540 51
42 818 59
42 119 6
42 729 9
42 321 32
42 983 22
42 410 64
42 158 95
42 572 20
42 709 58
42 442 20
42 213 32
42 988 8
42 641 24
42 264 62
42 36 36
42 618 97
42 611 15
42 156 51
42 261 65
42 623 4
43 527 5
43 141 28
43 798 9
43 330 30
43 229 71
43 687 46
43 360 90
43 980 28
43 917 36
43 805 55
43 897 70
43 650 52
43 559 32
43 202 33
43 836 87
43 354 70
43 304 69
43 520 25
43 176 79
43 469 64
43 407 9
43 976 6
43 548 76
43 147 89
43 579 76
43 213 38
43 47 27
43 716 80
43 633 61
43 138 68
43 677 56
43 273 86
43 489 1
43 841 40
43 522 35
43 802 5
43 5 17
43 913 97
43 111 60
43 50 77
43 433 91
43 419 50
43 318 73
43 568 13
43 786 35
43 49 48
43 458 19
43 2 7
43 329 69
43 879 64
43 122 66
43 965 7
43 280 50
43 565 29
43 605 83
43 982 28
43 717 73
43 498 11
43 178 8
43 182 51
43 246 20
43 188 22
43 495 29
43 159 31
43 128 82
43 116 33
43 931 45
43 266 18
43 543 43
43 320 54
43 738 22
43 862 86
43 17 62
43 956 32
43 860 33
43 102 65
43 797 8
43 842 93
43 435 90
43 461 27
43 795 64
43 815 35
43 877 68
43 644 99
43 250 92
43 441 6
43 813 39
43 578 2
43 463 70
43 92 69
43 475 72
43 816 1
43 912 99
43 227 0
43 499 31
43 139 82
43 270 48
43 623 44
43 750 78
43 796 70
43 643 71
43 444 31
43 804 62
43 308 21
43 929 47
43 752 100
44 960 49
44 846 51
44 5 9
44 611 26
44 884 100
44 497 18
44 383 30
44 30 77
44 560 37
44 73 23
44 478 67
44 207 75
44 799 47
44 359 31
44 773 58
44 535 46
44 574 60
44 177 80
44 870 1
44 425 49
44 222 87
44 428 37
44 879 49
44 587 38
44 892 49
44 400 24
44 398 0
44 57 83
44 564 32
44 251 97
44 231 10
44 78 2
44 917 54
44 467 22
44 570 57
44 176 92
44 828 80
44 922 72
44 363 72
44 687 39
44 434 3
44 605 26
44 166 95
44 436 78
44 904 39
44 667 96
44 311 61
44 569 58
44 797 39
44 367 19
44 592 71
44 127 45
44 228 27
44 465 32
44 695 27
44 143 34
44 576 38
44 716 3
44 7 81
44 757 28
44 510 14
44 927 36
44 213 99
44 980 33
44 997 3
44 779 13
44 470 11
44 172 38
44 842 1
44 803 93
44 312 37
44 97 28
44 89 72
44 218 84
44 516 30
44 404 62
44 609 62
44 717 9
44 665 56
44 829 30
44 603 58
44 755 24
44 14 99
44 483 30
44 128 95
44 479 15
44 613 74
44 704 31
44 401 92
44 373 71
44 562 12
44 374 10
44 372 21
44 944 40
44 203 53
44 792 15
44 689 64
44 806 94
44 882 79
44 919 31
44 237 89
44 321 57
44 731 78
44 931 33
44 442 92
44 793 98
45 138 66
45 161 33
45 733 31
45 185 23
45 308 30
45 255 37
45 855 83
45 736 86
45 123 51
45 623 83
45 288 71
45 47 5
45 423 67
45 497 82
45 437 70
45 294 75
45 441 76
45 67 84
45 876 2
45 589 22
45 220 92
45 144 60
45 626 53
45 433 16
45 76 72
45 212 23
45 801 86
45 80 32
45 627 78
45 536 65
45 781 59
45 473 37
45 309 53
45 581 52
45 362 91
45 192 43
45 415 18
45 454 41
45 370 65
45 117 61
45 508 98
45 505 40
45 376 80
45 213 87
45 745 97
45 12 84
45 500 47
45 611 52
45 169 22
45 703 38
45 60 29
45 609 16
45 744 35
45 804 55
45 425 91
45 953 100
45 802 46
45 489 89
45 59 20
45 312 16
45 83 13
45 267 79
45 662 84
45 147 43
45 299 5
45 136 56
45 716 40
45 417 49
45 8 33
45 257 44
45 468 60
45 955 60
45 544 89
45 133 10
45 896 31
45 388 36
45 210 29
45 5 68
45 448 41
45 44 2
45 617 94
45 522 95
45 246 48
45 529 23
45 684 100
45 840 68
45 341 60
45 276 85
45 770 70
45 293 94
45 498 61
45 32 38
45 834 56
45 945 57
46 485 35
46 460 51
46 607 33
46 355 74
46 354 88
46 279 39
46 23 59
46 627 68
46 497 2
46 401 47
46 187 30
46 874 61
46 791 71
46 76 39
46 94 25
46 642 58
46 882 89
46 368 26
46 119 83
46 382 76
46 16 46
46 631 17
46 552 37
46 399 7
46 920 78
46 913 21
46 745 43
46 418 3
46 714 70
46 684 14
46 92 33
46 531 89
46 262 13
46 992 73
46 864 67
46 628 52
46 69 46
46 766 65
46 325 84
46 310 13
46 436 6
46 297 68
46 89 5
46 793 4
46 303 72
46 19 52
46 808 15
46 246 40
46 477 82
46 975 27
46 201 80
46 37 77
46 736 63
46 840 21
46 619 86
46 378 16
46 110 76
46 169 68
46 224 89
46 656 37
46 758 49
46 439 55
46 900 59
46 53 33
46 21 77
46 691 90
46 875 72
46 447 96
46 867 18
46 902 39
46 210 77
46 22 77
46 263 17
46 334 28
46 440 39
46 861 14
46 393 82
46 34 60
46 240 90
46 157 49
46 912 94
46 448 82
46 773 89
46 78 62
46 601 97
46 65 79
46 266 59
46 365 12
46 686 57
46 48 24
46 8 80
46 289 62
46 943 80
46 545 21
46 63 64
46 291 13
46 39 47
46 270 64
46 795 60
46 579 14
46 71 37
46 38 95
46 502 26
46 833 95
46 305 50
46 451 48
46 121 32
46 756 97
46 179 61
46 732 65
46 183 64
46 113 91
46 220 35
46 397 93
46 734 46
46 960 80
47 682 41
47 806 29
47 685 66
47 207 92
47 542 25
47 144 94
47 991 28
47 9 65
47 212 93
47 489 55
47 797 66
47 699 63
47 32 1
47 95 64
47 163 14
47 843 39
47 364 47
47 822 94
47 827 7
47 157 89
47 27 11
47 506 12
47 632 59
47 22 91
47 927 32
47 889 19
47 198 59
47 372 2
47 12 12
47 188 67
47 634 98
47 500 11
